75.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,50.000000
75.000000,24.403225,18.106956,13.991031,11.204580,9.251434,7.835967,6.777883,5.964472,5.323434,4.807176,4.383533,4.030230,3.731455,3.475736,3.254573,3.061547,2.891730,2.741275,2.607139,2.486885,2.378537,2.280476,2.191365,2.110089,2.035709,1.967434,1.904586,1.846587,1.792937,1.743203,1.697009,1.654025,1.613961,1.576563,1.541605,1.508886,1.478227,1.449471,1.422473,1.397106,1.373255,1.350815,1.329693,1.309805,1.291073,1.273428,1.256807,1.241151,1.226410,1.212536,1.199485,1.187219,1.175701,1.164902,1.154790,1.145340,1.136530,1.128337,1.120744,1.113734,1.107293,1.101410,1.096074,1.091278,1.087015,1.083281,1.080073,1.077392,1.075237,1.073614,1.072525,1.071980,1.071986,1.072555,1.073701,1.075439,1.077789,1.080770,1.084408,1.088728,1.093763,1.099546,1.106115,1.113513,1.121789,1.130994,1.141190,1.152442,1.164824,1.178418,1.193319,1.209628,1.227464,1.246957,1.268256,1.291530,1.316969,1.344791,1.375245,1.408620,1.445246,1.485508,1.529856,1.578817,1.633015,1.693193,1.760241,1.835236,1.919496,2.014646,2.122712,2.246257,2.388568,2.553923,2.747986,2.978408,3.255726,3.594794,4.017051,4.554226,5.254519,6.193069,7.490075,9.342620,12.081483,16.273907,50.000000
75.000000,45.319733,34.133545,26.708395,21.607489,17.983431,15.325275,13.317530,11.760515,10.524569,9.523319,8.697772,8.006634,7.420339,6.917255,6.481250,6.100063,5.764229,5.466329,5.200473,4.961924,4.746832,4.552039,4.374925,4.213304,4.065334,3.929456,3.804337,3.688836,3.581967,3.482875,3.390814,3.305134,3.225262,3.150691,3.080973,3.015714,2.954556,2.897185,2.843317,2.792698,2.745099,2.700313,2.658155,2.618455,2.581061,2.545834,2.512648,2.481390,2.451955,2.424248,2.398186,2.373689,2.350687,2.329116,2.308918,2.290043,2.272442,2.256075,2.240905,2.226899,2.214030,2.202273,2.191610,2.182024,2.173501,2.166035,2.159621,2.154256,2.149945,2.146692,2.144508,2.143408,2.143409,2.144534,2.146810,2.150268,2.154946,2.160884,2.168132,2.176743,2.186778,2.198305,2.211401,2.226150,2.242648,2.261000,2.281326,2.303755,2.328436,2.355533,2.385231,2.417733,2.453273,2.492112,2.534543,2.580899,2.631559,2.686954,2.747578,2.813998,2.886867,2.966944,3.055115,3.152418,3.260075,3.379546,3.512572,3.661259,3.828170,4.016462,4.230060,4.473911,4.754319,5.079457,5.460083,5.910616,6.450762,7.108051,7.921814,8.949627,10.277931,12.039849,14.445700,17.836128,22.776047,30.223326,50.000000
75.000000,60.286152,46.563999,37.194382,30.586708,25.780521,22.182585,19.417629,17.242420,15.495399,14.066621,12.879497,11.879481,11.026901,10.292335,9.653567,9.093562,8.599043,8.159529,7.766644,7.413618,7.094921,6.805995,6.543050,6.302915,6.082905,5.880748,5.694497,5.522474,5.363238,5.215529,5.078253,4.950449,4.831270,4.719972,4.615893,4.518445,4.427103,4.341400,4.260917,4.185275,4.114133,4.047188,3.984161,3.924802,3.868883,3.816200,3.766564,3.719806,3.675771,3.634320,3.595323,3.558665,3.524241,3.491957,3.461726,3.433470,3.407121,3.382617,3.359901,3.338928,3.319654,3.302044,3.286069,3.271704,3.258932,3.247740,3.238119,3.230069,3.223593,3.218701,3.215409,3.213736,3.213709,3.215363,3.218737,3.223879,3.230842,3.239691,3.250495,3.263335,3.278303,3.295498,3.315035,3.337040,3.361654,3.389035,3.419359,3.452819,3.489636,3.530052,3.574340,3.622805,3.675790,3.733680,3.796910,3.865973,3.941424,4.023901,4.114130,4.212943,4.321300,4.440311,4.571274,4.715698,4.875372,5.052404,5.249320,5.469154,5.715589,5.993139,6.307384,6.665309,7.075761,7.550102,8.103133,8.754471,9.530560,10.467767,11.617143,13.051987,14.880008,17.263351,20.452200,24.842049,31.073195,40.206036,50.000000
75.000000,68.515999,54.815422,45.018085,37.822659,32.404045,28.227987,24.941053,22.304438,20.153366,18.371826,16.876524,15.606562,14.516624,13.572450,12.747740,12.022034,11.379197,10.806362,10.293160,9.831142,9.413363,9.034067,8.688452,8.372463,8.082683,7.816182,7.570461,7.343359,7.133006,6.937774,6.756239,6.587153,6.429413,6.282047,6.144193,6.015078,5.894021,5.780405,5.673682,5.573355,5.478977,5.390148,5.306504,5.227712,5.153475,5.083522,5.017605,4.955502,4.897007,4.841937,4.790122,4.741409,4.695659,4.652747,4.612559,4.574993,4.539958,4.507370,4.477158,4.449258,4.423615,4.400182,4.378919,4.359795,4.342784,4.327872,4.315048,4.304308,4.295660,4.289114,4.284690,4.282417,4.282330,4.284472,4.288898,4.295668,4.304855,4.316543,4.330823,4.347803,4.367601,4.390352,4.416203,4.445323,4.477897,4.514132,4.554258,4.598533,4.647241,4.700704,4.759278,4.823364,4.893410,4.969919,5.053457,5.144670,5.244280,5.353116,5.472120,5.602370,5.745106,5.901768,6.074012,6.263788,6.473375,6.705463,6.963255,7.250581,7.572071,7.933350,8.341331,8.804592,9.333879,9.942835,10.648990,11.475182,12.451615,13.618895,15.032537,16.769890,18.940802,21.704472,25.296518,30.073111,36.584309,45.697685,50.000000
75.000000,70.960793,59.289776,50.315804,43.328281,37.814014,33.402687,29.826092,26.888786,24.447104,22.394424,20.650757,19.155422,17.861889,16.734056,15.743621,14.868173,14.089755,13.393885,12.768746,12.204626,11.693478,11.228592,10.804321,10.415892,10.059245,9.730894,9.427856,9.147535,8.887691,8.646352,8.421801,8.212530,8.017200,7.834628,7.663763,7.503667,7.353506,7.212527,7.080059,6.955492,6.838280,6.727931,6.623996,6.526071,6.433786,6.346809,6.264836,6.187592,6.114823,6.046302,5.981821,5.921191,5.864241,5.810814,5.760772,5.713988,5.670347,5.629749,5.592104,5.557333,5.525368,5.496150,5.469631,5.445771,5.424541,5.405918,5.389892,5.376459,5.365624,5.357404,5.351823,5.348914,5.348722,5.351301,5.356716,5.365043,5.376372,5.390804,5.408454,5.429454,5.453950,5.482106,5.514107,5.550156,5.590483,5.635342,5.685015,5.739816,5.800099,5.866252,5.938715,6.017974,6.104577,6.199137,6.302347,6.414984,6.537930,6.672184,6.818888,6.979338,7.155031,7.347681,7.559279,7.792138,8.048961,8.332922,8.647784,8.998015,9.388972,9.827132,10.320361,10.878318,11.512964,12.239241,13.076013,14.047342,15.184253,16.527189,18.129473,20.062197,22.421120,25.336552,28.987268,33.620171,39.577381,47.332626,50.000000
75.000000,69.789200,61.111160,53.659515,47.384045,42.137794,37.754539,34.080315,30.983562,28.356207,26.111177,24.178963,22.504194,21.042727,19.759226,18.625261,17.617840,16.718214,15.911024,15.183583,14.525352,13.927509,13.382642,12.884467,12.427638,12.007584,11.620368,11.262586,10.931288,10.623903,10.338172,10.072118,9.823992,9.592250,9.375521,9.172579,8.982338,8.803823,8.636152,8.478541,8.330280,8.190729,8.059306,7.935486,7.818793,7.708795,7.605098,7.507345,7.415208,7.328393,7.246630,7.169672,7.097296,7.029300,6.965499,6.905731,6.849839,6.797695,6.749177,6.704177,6.662604,6.624375,6.589421,6.557685,6.529120,6.503690,6.481369,6.462144,6.446011,6.432976,6.423058,6.416285,6.412697,6.412345,6.415295,6.421623,6.431418,6.444787,6.461849,6.482739,6.507613,6.536642,6.570020,6.607965,6.650716,6.698542,6.751742,6.810647,6.875626,6.947091,7.025501,7.111364,7.205250,7.307798,7.419722,7.541824,7.675009,7.820293,7.978834,8.151940,8.341105,8.548039,8.774699,9.023350,9.296600,9.597499,9.929601,10.297090,10.704902,11.158912,11.666140,12.235038,12.875850,13.601061,14.426003,15.369619,16.455463,17.712969,19.179041,20.900013,22.933939,25.352863,28.244480,31.711458,35.864571,40.801815,46.556656,50.000000
75.000000,67.515297,61.665962,55.813366,50.408585,45.601109,41.401314,37.761059,34.612461,31.885887,29.517462,27.451578,25.641125,24.046745,22.635744,21.381065,20.260265,19.254684,18.348770,17.529497,16.785915,16.108755,15.490151,14.923391,14.402717,13.923175,13.480475,13.070895,12.691185,12.338506,12.010359,11.704538,11.419100,11.152315,10.902643,10.668715,10.449303,10.243303,10.049730,9.867686,9.696371,9.535057,9.383085,9.239856,9.104828,8.977508,8.857450,8.744241,8.637507,8.536917,8.442157,8.352943,8.269024,8.190167,8.116159,8.046810,7.981949,7.921421,7.865088,7.812828,7.764532,7.720108,7.679476,7.642570,7.609335,7.579731,7.553726,7.531307,7.512466,7.497214,7.485569,7.477563,7.473244,7.472670,7.475914,7.483064,7.494224,7.509512,7.529068,7.553044,7.581618,7.614988,7.653373,7.697021,7.746206,7.801234,7.862443,7.930212,8.004957,8.087151,8.177304,8.276000,8.383878,8.501658,8.630145,8.770242,8.922955,9.089429,9.270947,9.468968,9.685149,9.921371,10.179794,10.462887,10.773503,11.114939,11.491022,11.906224,12.365781,12.875864,13.443770,14.078176,14.789452,15.590023,16.494844,17.521971,18.693169,20.034685,21.577927,23.359955,25.423355,27.814545,30.578770,33.748142,37.315712,41.181839,45.045792,50.000000
75.000000,66.125778,62.127972,57.473286,52.814754,48.448029,44.485828,40.950111,37.820419,35.058865,32.622631,30.470058,28.563105,26.868299,25.356720,24.003628,22.787979,21.691895,20.700209,19.800014,18.980289,18.231642,17.545982,16.916365,16.336777,15.802016,15.307543,14.849399,14.424110,14.028626,13.660256,13.316614,12.995584,12.695291,12.414048,12.150358,11.902874,11.670379,11.451788,11.246117,11.052474,10.870056,10.698129,10.536033,10.383163,10.238970,10.102955,9.974662,9.853675,9.739614,9.632135,9.530926,9.435695,9.346188,9.262160,9.183406,9.109729,9.040954,8.976928,8.917514,8.862591,8.812054,8.765809,8.723786,8.685923,8.652172,8.622500,8.596891,8.575337,8.557847,8.544442,8.535158,8.530048,8.529179,8.532628,8.540499,8.552901,8.569974,8.591866,8.618755,8.650834,8.688324,8.731467,8.780544,8.835859,8.897750,8.966591,9.042806,9.126857,9.219256,9.320581,9.431466,9.552619,9.684830,9.828982,9.986059,10.157166,10.343543,10.546589,10.767878,11.009192,11.272558,11.560272,11.874975,12.219676,12.597834,13.013453,13.471159,13.976325,14.535219,15.155176,15.844790,16.614176,17.475241,18.442019,19.530979,20.761414,22.155636,23.738981,25.539248,27.584957,29.901367,32.502110,35.372559,38.437557,41.500011,44.124538,50.000000
75.000000,66.528915,63.140022,59.081463,54.900730,50.876434,47.137398,43.730553,40.659611,37.906769,35.444836,33.243687,31.273695,29.507339,27.919821,26.489271,25.196568,24.025091,22.960484,21.990307,21.103815,20.291712,19.545925,18.859434,18.226128,17.640667,17.098362,16.595114,16.127291,15.691686,15.285467,14.906113,14.551373,14.219243,13.907928,13.615821,13.341469,13.083570,12.840945,12.612533,12.397367,12.194572,12.003355,11.822993,11.652828,11.492262,11.340747,11.197784,11.062919,10.935736,10.815855,10.702931,10.596651,10.496726,10.402896,10.314928,10.232607,10.155741,10.084162,10.017715,9.956266,9.899703,9.847923,9.800844,9.758399,9.720535,9.687218,9.658423,9.634148,9.614396,9.599195,9.588582,9.582616,9.581367,9.584927,9.593402,9.606915,9.625618,9.649675,9.679279,9.714643,9.756004,9.803638,9.857840,9.918942,9.987318,10.063376,10.147573,10.240409,10.342448,10.454308,10.576675,10.710315,10.856078,11.014911,11.187870,11.376131,11.581021,11.804023,12.046800,12.311231,12.599442,12.913834,13.257142,13.632470,14.043376,14.493923,14.988778,15.533314,16.133722,16.797174,17.531929,18.347572,19.255167,20.267462,21.399033,22.666395,24.087902,25.683300,27.472668,29.474131,31.699545,34.146439,36.783516,39.524910,42.184845,44.398365,50.000000
